nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89258297,,R3 - Norauto Reims Cormontreuil,Parking privé à usage public,Rue des Blancs Monts 51350 Cormontreuil,51172,"[4.055979, 49.213929]",5,FR3R3E10000850133,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50067232997580,2022-11-22,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,4.055979,49.213929,51350,Cormontreuil,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89258302,,R3 - Norauto Roncq,Parking privé à usage public,"324 Rue Henri Barbusse, 59223 Roncq",59508,"[3.133115, 50.740027]",5,FR3R3E10000850142,,50,false,false,false,true,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50065498800757,2023-03-03,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.133115,50.740027,59223,Roncq,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89258302,,R3 - Norauto Roncq,Parking privé à usage public,"324 Rue Henri Barbusse, 59223 Roncq",59508,"[3.133115, 50.740027]",5,FR3R3E10000850143,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50065498800757,2023-03-03,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.133115,50.740027,59223,Roncq,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89258309,,R3 - Norauto Saint Martin Boulogne,Parking privé à usage public,N42  62222 Saint-Martin-Boulogne,62758,"[1.666764, 50.730562]",5,FR3R3E10000850153,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50059131209109,2022-11-24,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,1.666764,50.730562,62280,Saint-Martin-Boulogne,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283499,,R3 - Norauto Englos,Parking privé à usage public,"Les Geants, Centre Commercial Auchan Englos, 59320 Haubourdin",59286,"[2.965283, 50.63337]",5,FR3R3E10000850163,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50085180416134,2022-12-02,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,2.965283,50.63337,59320,Haubourdin,False,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283501,,R3 - Norauto Beauvais,Parking privé à usage public,Zac Saint Lazare Avenue Montaigne 60000 Beauvais,60057,"[2.11163, 49.4094]",5,FR3R3E10000850173,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50098638513895,2023-02-15,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,2.11163,49.4094,60000,Beauvais,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283510,,R3 - Norauto Petite Forêt,Parking privé à usage public,"Ccial Auchan, Rue Evariste Galois 59494 Petite-Forêt",59459,"[3.478509, 50.381036]",5,FR3R3E10000850193,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50060144246409,2022-12-02,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.478509,50.381036,59494,Petite-Forêt,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283514,,R3 - Norauto Arras,Parking privé à usage public,Route De St Pol 62000 arras,62041,"[2.702759, 50.308256]",5,FR3R3E10000850203,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50039160160941,2022-12-15,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,2.702759,50.308256,62000,Arras,False,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283515,,R3 - Norauto Leers,Parking privé à usage public,121 Av. de l'Europe 59115 Leers,59339,"[3.222288, 50.68201]",5,FR3R3E10000850213,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50091258569918,2022-12-02,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.222288,50.68201,59115,Leers,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89283516,,R3 - Norauto Liévin,Parking privé à usage public,Rue Bernard Chochoy 62800 Liévin,62510,"[2.77271, 50.422518]",5,FR3R3E10000850223,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50050882306892,2022-12-15,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,2.77271,50.422518,62800,Liévin,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89333935,,R3 - Norauto Berck,Parking privé à usage public,Centre Commercial Carrefour 62600 Berck,62108,"[1.602383, 50.405159]",5,FR3R3E10000850233,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50057539321267,2023-02-14,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,1.602383,50.405159,62600,Berck,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89333939,,R3 - Norauto Reims Neuvilette,Parking privé à usage public,"Centre Commercial Cora,51100 REIMS",51454,"[4.02371, 49.288753]",5,FR3R3E10000850243,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50025120822681,2023-03-03,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,4.02371,49.288753,51100,Reims,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89333942,,R3 - Norauto Besançon Ecole Valentin,Parking privé à usage public,"2 Chem. de l'Étang, 25480 École-Valentin",25212,"[5.993622, 47.283904]",3,FR3R3E10000850253,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50035976430174,2023-04-28,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,5.993622,47.283904,25480,École-Valentin,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89333944,,R3 - Pizza del Arte Joué-les-Tours,Parking privé à usage public,9 Rue Gutenberg 37300 Joue les Tours,37122,"[0.647624, 47.348542]",5,FR3R3E10000850263,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50037131141346,2023-02-15,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,0.647624,47.348542,37300,Joué-lès-Tours,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363710,,R3 - Norauto Chenove,Parking privé à usage public,"1 Rue Bernard Lecache, 21300 Chenôve",21166,"[5.019881, 47.283199]",3,FR3R3E10000850273,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50014123431216,2023-02-22,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,5.019881,47.283199,21300,Chenôve,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363711,,R3 - Norauto Quetigny,Parking privé à usage public,"C Des Charrieres, Rue des Chalands Z A, 21800 Quetigny",21515,"[5.101673, 47.311365]",3,FR3R3E10000850283,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50051460622498,2023-02-22,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,5.101673,47.311365,21800,Quetigny,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363737,,R3 - Norauto Aulnoy les Valenciennes,Parking privé à usage public,"Rue Jules Mousseron, 59300 Aulnoy-Lez-Valenciennes",59032,"[3.511242, 50.333162]",3,FR3R3E10000850391,,150,false,false,true,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50001676690816,2023-03-10,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.511242,50.333162,59300,Aulnoy-lez-Valenciennes,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363737,,R3 - Norauto Aulnoy les Valenciennes,Parking privé à usage public,"Rue Jules Mousseron, 59300 Aulnoy-Lez-Valenciennes",59032,"[3.511242, 50.333162]",3,FR3R3E10000850392,,150,false,false,true,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50001676690816,2023-03-10,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.511242,50.333162,59300,Aulnoy-lez-Valenciennes,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363737,,R3 - Norauto Aulnoy les Valenciennes,Parking privé à usage public,"Rue Jules Mousseron, 59300 Aulnoy-Lez-Valenciennes",59032,"[3.511242, 50.333162]",3,FR3R3E10000850393,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50001676690816,2023-03-10,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,3.511242,50.333162,59300,Aulnoy-lez-Valenciennes,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89363738,,R3 - Norauto Bethune,Parking privé à usage public,"5002F Rue Benjamin Moloise, 62400 Béthune",62119,"[2.629207, 50.524317]",3,FR3R3E10000850401,,100,false,false,true,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50047408478228,2023-02-24,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,2.629207,50.524317,62400,Béthune,True,True
R3,902726488,info@r3-charge.fr,R3,exploitation@r3-charge.fr,321509292,R3,FR3R3P89696185,,R3 - Eleclerc Chalons,Parking privé à usage public,"13-15 Av. Winston Churchill, 51000 Châlons-en-Champagne",51108,"[4.387247, 48.940905]",5,FR3R3E10001361283,,22,false,true,false,false,false,false,true,true,,"0,55€/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50045085825830,2023-10-13,,2023-11-22,false,2023-12-13T07:08:00.298000+00:00,655c7fb899abb26d52bcdfa0,142f6ac7-5cb4-4fac-b211-2c5d88a22d83,r3,2023-11-22T13:59:50.594000+00:00,4.387247,48.940905,51000,Châlons-en-Champagne,True,True
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92140,FR*55C*P92140*CLM*BECLERE,PLACE FERRARI - CLAMART,Voirie,PLACE FERRARI - CLAMART,92023,"[2.262841, 48.798985]",6,FR55CE921404878689922553311,FR*55C*E92140*48*786899*2*255331*1,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,,2021-06-07,,2022-11-03,,2023-12-13T07:05:22.576000+00:00,53cdf714a3a7292987895b28,7a5acb37-32c9-48bf-a14f-cac23bb9aff0,plus-de-bornes,2023-08-21T10:10:50.570000+00:00,2.262841,48.798985,92140,Clamart,True,True
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,FR*55C*P92380*GAR*RAYPOINCARE,BOULEVARD RAYMOND POINCARE - GARCHES,Voirie,BOULEVARD RAYMOND POINCARE - GARCHES,92033,"[2.170362, 48.83852]",6,FR55CE923804883886121703661,FR*55C*E92380*48*838861*2*170366*1,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,,2021-06-07,,2022-11-03,,2023-12-13T07:05:22.576000+00:00,53cdf714a3a7292987895b28,7a5acb37-32c9-48bf-a14f-cac23bb9aff0,plus-de-bornes,2023-08-21T10:10:50.570000+00:00,2.170362,48.83852,92380,Garches,True,True
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP94340,FR*55C*P94340*JVL*MOZART,PLACE MOZART - JOINVILLE,Voirie,PLACE MOZART - JOINVILLE,94042,"[2.475489, 48.824539]",6,FR55CE943404882444624734461,FR*55C*E94340*48*824446*2*473446*1,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,,2021-06-07,,2022-11-03,,2023-12-13T07:05:22.576000+00:00,53cdf714a3a7292987895b28,7a5acb37-32c9-48bf-a14f-cac23bb9aff0,plus-de-bornes,2023-08-21T10:10:50.570000+00:00,2.475489,48.824539,94340,Joinville-le-Pont,True,True
Rambouillet Territoires,200073344,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,Rambouillet Territoires,FRA05P78517002,,RAMBOUILLET - Piscine,Voirie, Entrée du parking de la Piscine 78120 RAMBOUILLET,78517,"[1.8342724, 48.63547]",2,FRA05E785170021,,22,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2023-04-24,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,1.8342724,48.63547,78120,Rambouillet,True,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP77291003,,CDG - Parking PCD - Niveau -2,Voirie, Parking PCD 77990 Le Mesnil-Amelot,77291,"[2.568567, 49.003583]",16,FRADPE7729100313,,3.5,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2022-12-12,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.568567,49.003583,77990,Le Mesnil-Amelot,False,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP77294001,,CDG - BAT (Réservé exclusivement aux taxis parisiens),Voirie, Route Périphérique Sud  Base Arrière Taxi 77290 Mitry-Mory,77294,"[2.610949, 49.0076438]",10,FRADPE7729400121,,24,False,True,True,True,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2022-12-19,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.610949,49.0076438,77290,Mitry-Mory,True,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP93073015,,CDG - Parking PAB - Niveau -2,Voirie, Terminal 2B 93290  Tremblay-en-France,93073,"[2.563847, 49.003333]",16,FRADPE9307301510,,3.5,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2022-12-08,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.563847,49.003333,93290,Tremblay-en-France,True,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP93073015,,CDG - Parking PAB - Niveau -2,Voirie, Terminal 2B 93290  Tremblay-en-France,93073,"[2.563847, 49.003333]",16,FRADPE9307301511,,3.5,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2022-12-08,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.563847,49.003333,93290,Tremblay-en-France,True,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP94054007,,ORY - Parking P18,Voirie,1 Rue du Fret 94390 Orly,94054,"[2.373179, 48.733256]",40,FRADPE9405400711,,3.5,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2023-02-15,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.373179,48.733256,94310,Orly,True,True
ADP Public,552016628,support@alizecharge.fr,Bouygues E&S,support@alizecharge.fr,805021480,ADP Groupe,FRADPP94054007,,ORY - Parking P18,Voirie,1 Rue du Fret 94390 Orly,94054,"[2.373179, 48.733256]",40,FRADPE9405400712,,3.5,True,True,False,False,False,False,True,False,,,Accès libre,False,Mo-Su 00:00-23:59,Accessible mais non réservé PMR,xx,False,Direct,0,2023-02-15,,2023-12-05,,2023-12-12T13:45:01.429000+00:00,64c28634468d0d94dd98405e,f02e8ed6-1f99-4bee-b851-d3e4a32be6e7,alize-charge,2023-12-12T13:44:49.240000+00:00,2.373179,48.733256,94310,Orly,True,True
DRIVECO,,support@driveco.com,DRIVECO,support@driveco.com,,DRIVECO,FRAIRPAIRBUS313001,,Airbus Marignane (bornes à installer),Parking privé à usage public,"Airbus Helicopters, Aéroport International Marseille Provence, 13700 Marignane",13117,"[5.232713, 43.436945]",12,FRAIRE11707P2,,22.08,false,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessibilité inconnue,inconnu,false,Indirect,0,2023-12-04,"Telecharger l'application DRIVECO, votre copilote en electrique, sur www.driveco.com",2023-12-04,,2023-12-13T07:05:36.831000+00:00,5fd093b73438a6a99bdf3606,7dad919e-a2ae-481f-b5c0-e2e2e15eefbb,driveco,2023-12-04T14:42:10.133000+00:00,5.232713,43.436945,13127,Vitrolles,True,True
DRIVECO,,support@driveco.com,DRIVECO,support@driveco.com,,DRIVECO,FRAIRPAIRBUS3130015,,Airbus Marignane - Parking W4,Parking privé à usage public,"Airbus Helicopters, Aéroport International Marseille Provence, 13700 Marignane",13054,"[5.231021, 43.433481]",12,FRAIRE11708P1,,22.08,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessibilité inconnue,inconnu,false,Indirect,0,2023-06-26,"Telecharger l'application DRIVECO, votre copilote en electrique, sur www.driveco.com",2023-12-04,,2023-12-13T07:05:36.831000+00:00,5fd093b73438a6a99bdf3606,7dad919e-a2ae-481f-b5c0-e2e2e15eefbb,driveco,2023-12-04T14:42:10.133000+00:00,5.231021,43.433481,13700,Marignane,True,True
DRIVECO,,support@driveco.com,DRIVECO,support@driveco.com,,DRIVECO,FRAIRPAIRBUS3130014,,Airbus Marignane - Parking P2,Parking privé à usage public,"Airbus Helicopters, Aéroport International Marseille Provence, 13700 Marignane",13117,"[5.232089, 43.434066]",18,FRAIRE11735P1,,22.08,true,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessibilité inconnue,inconnu,false,Indirect,0,2023-04-20,"Telecharger l'application DRIVECO, votre copilote en electrique, sur www.driveco.com",2023-12-04,,2023-12-13T07:05:36.831000+00:00,5fd093b73438a6a99bdf3606,7dad919e-a2ae-481f-b5c0-e2e2e15eefbb,driveco,2023-12-04T14:42:10.133000+00:00,5.232089,43.434066,13127,Vitrolles,True,True
DRIVECO,,support@driveco.com,DRIVECO,support@driveco.com,,DRIVECO,FRAIRPAIRBUST041,,Airbus Marignane - parking T04,Parking privé à usage public,"Airbus Helicopters, Aéroport International Marseille Provence, 13700 Marignane",13054,"[5.232736, 43.430901]",2,FRAIRE11736P2,,22.08,false,true,false,false,false,false,true,false,true,,Accès libre,false,24/7,Accessibilité inconnue,inconnu,false,Indirect,0,2023-07-03,"Telecharger l'application DRIVECO, votre copilote en electrique, sur www.driveco.com",2023-12-04,,2023-12-13T07:05:36.831000+00:00,5fd093b73438a6a99bdf3606,7dad919e-a2ae-481f-b5c0-e2e2e15eefbb,driveco,2023-12-04T14:42:10.133000+00:00,5.232736,43.430901,13700,Marignane,True,True
Allego,842718512,fabien.lepeytre@allego.eu,Green To Wheel,info.allego.france@allego.eu,,CASINO AVIGNON,FRALLPCAS005,,CASINO AVIGNON,Parking privé à usage public,"162 Avenue Pierre Semard, 84000 AVIGNON",84007,"[4.83458514, 43.9278626]",10,FRALLEGO002093P2,,50,false,false,false,true,false,false,false,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50027002933394,2022-06-04,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,4.83458514,43.9278626,84000,Avignon,True,True
Allego,842718512,fabien.lepeytre@allego.eu,Green To Wheel,info.allego.france@allego.eu,,CASINO AVIGNON,FRALLPCAS005,,CASINO AVIGNON,Parking privé à usage public,"162 Avenue Pierre Semard, 84000 AVIGNON",84007,"[4.83458514, 43.9278626]",10,FRALLEGO002093P3,,50,false,false,true,false,false,false,false,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50027002933394,2022-06-04,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,4.83458514,43.9278626,84000,Avignon,True,True
Allego,842718512,fabien.lepeytre@allego.eu,Green To Wheel,info.allego.france@allego.eu,,CASINO MONTPELLIER,FRALLPCAS006,,CASINO MONTPELLIER,Parking privé à usage public,"504 Avenue du Mas d'Argelliers, 34000 MONTPELLIER",34172,"[3.889034, 43.58858]",16,FRALLEGO002128P2,,150,false,false,true,false,false,false,false,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50047412501261,2021-04-14,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,3.889034,43.58858,34000,Montpellier,True,True
Allego,842718512,fabien.lepeytre@allego.eu,Green To Wheel,info.allego.france@allego.eu,01 40 70 06 17,ALLEGO,FRSITE00000002,,CASINO AIX EN PROVENCE,Parking privé à usage public,Avenue de Bredasque13090 AIX EN PROVENCE,13001,"[5.4174520,43.5328830]",12,FRALLEGO8000592,,300,false,true,true,false,false,false,false,true,true,59 cts/kWh,Accès libre,false,24/7,Accessible mais non réservé PMR,,false,Direct,50073027658180,2023-07-17,,2023-10-16,,2023-12-13T07:07:59+00:00,65523e878c01a7be5d1a32d3,ca2130b1-8478-4671-96c4-c857cb843404,allego,2023-11-13T15:19:36.076000+00:00,5.417452,43.532883,13290,Aix-en-Provence,True,True
